Text,Class,Sign,ASD 

 ""Through finger movements, they might be exploring different textures or sensations, aiding in sensory processing and understanding."",Finger Movements-"",""+"",0

 ""Their finger movements might serve as a self-soothing mechanism, helping them regulate emotions or cope with anxiety."",Finger Movements-"",""+"",0

 ""Finger movements might be a form of creative expression, allowing them to explore their imagination and artistic abilities."",Finger Movements-"",""+"",0

 ""It could act as a non-verbal way for my toddler to communicate their emotions or needs when verbalizing is challenging."",Finger Movements-"",""+"",0

 ""Through finger movements, they might be exploring different sensations, aiding in sensory processing and understanding."",Finger Movements-"",""+"",0

 ""Their finger movements might act as a self-regulation technique, helping them manage emotions or anxiety."",Finger Movements-"",""+"",0

 ""Finger movements could be a form of creative expression, allowing them to showcase their unique abilities and creativity."",Finger Movements-"",""+"",0

 ""It might serve as a way for my toddler to communicate emotions or needs non-verbally, aiding in expression."",Finger Movements-"",""+"",0

 ""Through finger movements, they might be exploring textures or sensations, aiding in their sensory processing and understanding."",""Finger Movements-"",""+"",0
 

 ""I worry that my toddler's difficulty in making eye contact might be misinterpreted by others as disinterest or rudeness, leading to misunderstandings."",""Eye Contact+"",""+"",0

 ""There's a societal expectation for constant eye contact, and my toddler's inability to maintain it might lead to social stigma or judgment."",""Eye Contact+"",""+"",0

 ""Lack of eye contact might hinder my toddler's ability to connect with others, impacting their social interactions and relationships."",""Eye Contact+"",""+"",0

 ""Others might misinterpret my toddler's lack of eye contact as a lack of empathy or emotional understanding."",""Eye Contact+"",""+"",0

 ""I worry that others might misunderstand my toddler's lack of eye contact as rudeness or disinterest."",""Eye Contact+"",""+"",0

 ""There's societal pressure for consistent eye contact, and my toddler's difficulty in maintaining it might lead to social judgment or exclusion."",""Eye Contact+"",""+"",0

 ""Others might misconstrue my toddler's limited eye contact as a lack of empathy or emotional connection."",""Eye Contact+"",""+"",0


 ""My toddler's limited eye contact might reflect their respect for personal boundaries and sensitivity to visual stimuli."",""Eye Contact+"",""-"",1

 ""They might use other cues, such as listening attentively or expressing themselves through different means, to connect with people."",""Eye Contact+"",""-"",1

 ""For my toddler, avoiding eye contact might be a way to feel more comfortable and focused during conversations or activities."",""Eye Contact+"",""-"",1

 ""Their way of communicating might be different, but it's still valid and meaningful in expressing themselves."",""Eye Contact+"",""-"",1

 ""My toddler's limited eye contact might reflect their respect for personal space and sensitivity to visual stimuli."",""Eye Contact+"",""-"",1

 ""They might use alternative ways to connect, such as listening attentively or expressing themselves through different means."",""Eye Contact+"",""-"",1

 ""Avoiding eye contact might help my toddler feel more comfortable and focused during conversations or activities."",""Eye Contact+"",""-"",1
  
 ""They might use different means to connect, such as listening attentively or expressing themselves through alternative communication methods."",""Eye Contact+"",""-"",1

 ""Their communication style might differ, but it's still valid and meaningful in expressing themselves."",""Eye Contact+"",""-"",1

 ""They might use alternative means to communicate and connect, such as listening attentively or using different expressive methods."",""Eye Contact+"",""-"",1

 ""Avoiding eye contact might help my toddler concentrate and feel more at ease during conversations or activities."",""Eye Contact+"",""-"",1


 ""I worry that my toddler's difficulty in displaying emotional empathy might be misinterpreted by others as a lack of care or concern."",""Emotional Empathy+"",""-"",1

 ""There's societal pressure to express emotions visibly, and my toddler's challenge in doing so might lead to misunderstandings or social exclusion."",""Emotional Empathy+"",""-"",1

 ""Their limited display of emotional empathy might hinder their ability to connect deeply with others, affecting their relationships and friendships."",""Emotional Empathy+"",""-"",1

 ""Others might wrongly perceive my toddler's struggle with emotional empathy as a lack of understanding or caring for others' emotions."",""Emotional Empathy+"",""-"",1

 ""There's societal pressure for visible emotional expressions, and my toddler's challenge in showing empathy might lead to misunderstandings or social isolation."",""Emotional Empathy+"",""-"",1

 ""Their limited display of emotional empathy might affect their ability to form deep connections, impacting friendships and relationships."",""Emotional Empathy+"",""-"",1

 ""I worry that my toddler's difficulty in expressing emotional empathy might lead others to perceive them as uncaring or indifferent."",""Emotional Empathy+"",""-"",1

 ""Others might misconstrue my toddler's struggle with emotional empathy as a lack of understanding or concern for others' emotions."",""Emotional Empathy+"",""-"",1

 ""I worry that my toddler's difficulty in expressing emotional empathy might lead others to misinterpret their intentions or feelings."",""Emotional Empathy+"",""-"",1

 ""Their limited demonstration of emotional empathy might affect their ability to connect deeply with others, leading to challenges in forming friendships and relationships."",""Emotional Empathy+"",""-"",1

 ""There's immense pressure for visible emotional responses, and my toddler's challenge in displaying empathy might lead to social exclusion or misconceptions."",""Emotional Empathy+"",""-"",1

 ""Their struggle to express emotional empathy might hinder their ability to connect deeply with others, potentially affecting their friendships and relationships."",""Emotional Empathy+"",""-"",1

 ""Others might misinterpret my toddler's difficulty with emotional empathy as indifference, affecting how they are perceived in social interactions."",""Emotional Empathy+"",""-"",1

 ""There's an expectation for overt emotional responses, and my toddler's challenge in conveying empathy might result in social isolation or feelings of being misunderstood."",""Emotional Empathy+"",""-"",1

 ""Their struggle to display emotional empathy might affect their ability to build and maintain deep connections with peers and family members."",""Emotional Empathy+"",""-"",1

 ""Others might mistake my toddler's difficulty in expressing emotional empathy as a lack of care or concern for others' feelings."",""Emotional Empathy+"",""-"",1


 ""While not always outwardly shown, my toddler might deeply understand and feel emotions, expressing empathy in their unique, less visible ways."",""Emotional Empathy+"",""+"",0

 ""They might be sensitive observers, showing empathy through listening, offering practical help, or providing comfort in their own ways."",""Emotional Empathy+"",""+"",0

 ""They may express empathy through thoughtful actions, attentive listening, or finding practical ways to help others."",""Emotional Empathy+"",""+"",0

 ""Their expression of empathy might be authentic and heartfelt, even if different from what's conventionally expected."",""Emotional Empathy+"",""+"",0

 ""Despite challenges, my toddler might form strong emotional bonds with others, expressing empathy through their distinct methods."",""Emotional Empathy+"",""+"",0

 ""Despite challenges in expression, my toddler might deeply understand emotions, showing empathy in unique, less visible ways."",""Emotional Empathy+"",""+"",0

 ""They may express empathy through actions, attentive listening, or finding practical ways to assist others."",""Emotional Empathy+"",""+"",0

 ""Despite hurdles, my toddler can form strong emotional bonds, demonstrating empathy through their distinctive methods."",""Emotional Empathy+"",""+"",0

 ""My toddler may express empathy in more subtle or unique ways, such as through actions or thoughtful gestures."",""Emotional Empathy+"",""+"",0

 ""Despite difficulties in expressing emotions outwardly, my toddler might deeply understand and resonate with others' feelings."",""Emotional Empathy+"",""+"",0

 ""Their expression of empathy might be genuine and heartfelt, even if it's not as visible or conventional."",""Emotional Empathy+"",""+"",0

 ""Despite challenges, my toddler can still form meaningful emotional connections with others, showcasing empathy in their own distinct manner."",""Emotional Empathy+"",""+"",0
  
 ""My toddler might express empathy in ways that are different but equally meaningful, such as through actions or offering practical help."",""Emotional Empathy+"",""+"",0

 ""Despite challenges in showing emotions, my toddler may have a profound understanding of others' feelings, even if they struggle to express it."",""Emotional Empathy+"",""+"",0

 ""Their way of expressing empathy might be genuine and heartfelt, albeit different from what society expects."",""Emotional Empathy+"",""+"",0

 ""Despite difficulties, my toddler can form strong emotional bonds, showing empathy in their own distinctive and sincere way."",""Emotional Empathy+"",""+"",0

 ""My toddler might show empathy in different, yet meaningful ways, such as through actions or by providing practical help."",""Emotional Empathy+"",""+"",0

 ""Despite challenges in expressing emotions, my toddler may deeply understand others' feelings, even if it's not outwardly visible."",""Emotional Empathy+"",""+"",0

 ""Their way of expressing empathy could be authentic and sincere, albeit different from societal expectations."",""Emotional Empathy+"",""+"",0

 ""Despite difficulties, my toddler can form strong emotional connections, showing empathy uniquely and earnestly."",""Emotional Empathy+"",""+"",0


 ""I worry about my toddler's fixation on arranging toys. It seems they spend more time organizing than actually playing, which might limit their play experiences."",""Toy Arranging-"",""-"",1

 ""Their focus on arranging toys in a specific way might make it hard for them to engage in shared play with other toddlerren. Peers may not understand their preferences."",""Toy Arranging-"",""-"",1

 ""It's sometimes hard to explain their fixation on toy arranging to others. It can lead to misunderstanding or judgment from friends or family."",""Toy Arranging-"",""-"",1

 ""I'm concerned that my toddler's fixation on arranging toys limits their actual playtime. It seems they're more focused on organizing than engaging in imaginative play."",""Toy Arranging-"",""-"",1

 ""Their strong attachment to arranging toys in a specific way might hinder their ability to play cooperatively with other toddlerren. Peers might not understand or join in their play."",""Toy Arranging-"",""-"",1

 ""It can be difficult to explain to others why my toddler is fixated on arranging toys. Some people might not understand this behavior, leading to judgment or misunderstanding."",""Toy Arranging-"",""-"",1

 ""I worry that my toddler's focus on arranging toys limits their actual playtime. It seems they're more invested in organizing than engaging in imaginative play."",""Toy Arranging-"",""-"",1

 ""When their organized toys are disturbed, my toddler can become upset or distressed. Introducing new toys or changes becomes challenging without causing upset."",""Toy Arranging-"",""-"",1

 ""Their fixation on arranging toys in a specific way might make it hard for them to play with other toddlerren. Peers may not understand or join in their play."",""Toy Arranging-"",""-"",1


 ""I've noticed that my toddler's interest in arranging toys showcases impressive organizational skills. It's amazing to see how they categorize and arrange items."",""Toy Arranging-"",""+"",0

 ""We're exploring ways to encourage their interest in arranging toys while gently introducing flexibility. It's astonishing how their play and creativity expand when we integrate their preferences."",""Toy Arranging-"",""+"",0

 ""My toddler's interest in arranging toys showcases remarkable organizational skills. It's impressive to see how they categorize and arrange items."",""Toy Arranging-"",""+"",0

 ""Their dedication to arranging toys reflects creativity and attention to detail. It's fascinating to witness the patterns and designs they create."",""Toy Arranging-"",""+"",0

 ""Arranging toys seems to provide comfort and a sense of control for my toddler. It's their way of expressing themselves and feeling secure."",""Toy Arranging-"",""+"",0

 ""We're finding ways to encourage their interest in arranging toys while gently introducing flexibility. It's incredible how their play and creativity expand when we integrate their preferences."",""Toy Arranging-"",""+"",0
